month,crop_category,crop_name,system_type,avg_temp_c,humidity_pct,water_temp_c,vpd_kpa,ph_level,ec_level,dissolved_oxygen,dli_mol_m2_day,is_recommended,risk_factor
Jul,Hydroponic,Spinach,DWC,35.04689086404263,73.10302840730016,29.23099248755527,1.3746935794479147,7.4482661108617325,0.6343238918172391,3.9411154583144192,14.0,0,Root Rot Risk
Dec,Microgreen,Arugula,Tray,19.909058258521313,47.19429941384527,23.124973805343938,1.2757695754428162,6.434569245448276,0.590652762434582,6.18565617013662,7.1,1,Optimal
Jul,Microgreen,Basil (MG),Tray,30.785590466463564,85.9534526890856,25.385939337946393,0.8137566200996342,5.3480726059694685,0.433886233602508,5.2268460794739005,9.7,0,Nutrient Lockout
Apr,Hydroponic,Strawberry,DWC,45.41592219631754,24.436621609326412,40.96169520549195,7.654734111099544,6.214391887895574,1.1377242434787318,2.0350486276247155,22.1,0,Root Rot Risk
Apr,Hydroponic,Pak Choi,NFT,41.941489309315614,28.499749953561146,36.95900472326323,6.169961025886827,5.8568276670258665,0.7061005402625524,2.049254260769423,18.2,0,Root Rot Risk
Dec,Hydroponic,Basil (Hydro),NFT,18.301532356795008,49.01853854749583,21.175898473496293,0.876979252978004,5.427447535522332,0.8299108033144134,6.564601103466997,7.1,1,Optimal
Jul,Hydroponic,Lettuce,DWC,31.704624280766865,71.95296536054772,27.3591195307521,1.1178501968444767,6.640911657846312,1.2894415462301423,4.51795851581749,13.5,0,Root Rot Risk
Mar,Microgreen,Mustard,Tray,28.760328539415795,42.44160008588194,31.372080809500403,2.1240499818731164,7.490761214321808,1.8405361230832535,3.3223763975740277,15.2,0,Root Rot Risk
Nov,Microgreen,Pea Shoots,Tray,9.662984318988823,50.1700756389705,13.63795343985318,0.7129710620688453,6.485605486609593,0.7181579607401941,9.308694564858445,5.9,1,Optimal
Feb,Hydroponic,Lettuce,DWC,24.400536892714108,35.827743285360114,28.28112950253836,2.087220501992079,5.602056081788796,0.6975117173470438,4.076718956595665,19.8,0,Root Rot Risk
Dec,Hydroponic,Cherry Tomato,NFT,13.930052642591495,40.64354121583962,17.24347673398675,1.0859951119045714,5.524034723853272,1.3100851695928166,7.835028431477253,8.6,1,Optimal
Aug,Microgreen,Broccoli,Tray,34.26041933626614,92.11394849833307,29.535448266969777,0.20761459420607614,6.537718094862103,0.9718629594607326,3.8707005512467747,9.2,0,Root Rot Risk
Feb,Microgreen,Beetroot,Tray,31.213981822057015,43.75821655221724,26.36098517420232,2.728802344811329,6.259532129011106,0.8910359109981724,4.804213418429969,16.8,0,Root Rot Risk
Aug,Microgreen,Kohlrabi,Tray,29.32344520604444,73.637433118002,33.407302572524976,1.0980857983763352,5.2621054555377995,1.5870506826895796,2.460132913667402,10.9,0,Root Rot Risk
Jan,Hydroponic,Pak Choi,NFT,18.468018756326543,56.229962746472445,21.6385794178233,1.0219342572830423,6.630803973321164,2.141190795909463,6.461851498520955,7.1,1,Optimal
Jul,Hydroponic,Cucumber,DWC,32.2,79.3,27.2,0.99,7.1,2.0,4.5,13.0,0,Root Rot Risk
Dec,Microgreen,Radish,Tray,15.463880191654006,46.094915467938606,19.25329503008704,1.039821004305657,7.596652863566455,0.8722265183946034,7.165383456441637,11.4,0,Nutrient Lockout
May,Hydroponic,Spinach,DWC,42.980120149515045,21.23703404845781,38.767394940068776,6.819145067403748,6.659371520064165,1.5733538471849506,1.9875000305352195,21.6,0,Root Rot Risk
May,Hydroponic,Pak Choi,DWC,37.56398557837595,22.1699194939282,33.585006636179465,5.040511621904946,7.740211200692012,1.2053932775298075,2.5386567298071476,24.7,0,Root Rot Risk
Aug,Microgreen,Mustard,Tray,31.788316949971055,79.39718760768847,27.273866715789637,0.7686943895206643,6.709481284653615,1.5856257838675292,4.289832430712979,11.8,0,Root Rot Risk
Mar,Microgreen,Amaranth,Tray,26.545280112748994,47.67532519168772,29.331079722806095,1.710513140966393,5.472997754853114,2.271176395997178,3.6392008810246144,14.0,0,Root Rot Risk
Aug,Hydroponic,Pak Choi,NFT,28.613140952241796,77.9773448402148,30.795359566355323,0.748064360713677,6.689016187419237,1.9033060587468429,3.1178731777829904,10.1,0,Root Rot Risk
Dec,Hydroponic,Bell Pepper,NFT,13.286814843402137,56.54811385418168,16.242845698202856,0.5554093116009736,6.2674505351880585,0.966494994158638,8.212307020142683,7.8,1,Optimal
Jun,Microgreen,Mustard,Tray,39.38647394881647,28.38924349391929,35.91979053976084,5.380767303887146,5.330488385755018,1.396230221687071,1.9365200977880543,19.2,0,Root Rot Risk
Apr,Microgreen,Radish,Tray,40.88696134528893,25.72019856759732,36.141030130513876,5.836989238049451,7.423338837927646,2.1282758702667093,1.9920890146786687,24.3,0,Root Rot Risk
Oct,Hydroponic,Cucumber,DWC,31.086081016175005,33.62169579580072,27.0781133750846,2.8887913818494884,5.4972459472499695,0.6745729755068881,4.812997159054405,16.6,0,Root Rot Risk
Aug,Microgreen,Basil (MG),Tray,28.950117236079084,80.53154470041433,31.951788770431815,0.7114559833178387,5.3359910412502325,2.026413948037358,2.671891146217949,12.9,0,Root Rot Risk
Dec,Hydroponic,Spinach,DWC,8.16821935070133,47.87472653602541,10.894520813194905,0.6167423167908871,5.8792996457535285,1.7706769537061675,10.085253673388678,11.9,1,Optimal
Aug,Microgreen,Broccoli,Tray,32.79368418999796,78.11282877199558,27.63450972794888,1.127591177065803,6.943346584309703,0.8274524739888895,4.413397535187619,10.8,0,Root Rot Risk
Oct,Hydroponic,Mint,NFT,26.08108303560592,32.80162701341261,29.08659034580188,2.1798398497511307,6.233834478630607,2.1190432689497682,3.9369457256462375,17.6,0,Root Rot Risk
Nov,Hydroponic,Cherry Tomato,DWC,16.85654003809731,45.255189437780295,20.102610283347136,1.0647574402806188,6.276509231092544,1.4288167164782861,6.987909579284292,6.9,1,Optimal
Jun,Microgreen,Kohlrabi,Tray,47.257120858419796,27.35024765209755,42.400845046670675,7.676148740534224,6.6765182086099015,1.2723673618179958,1.731739948588171,23.9,0,Root Rot Risk
Jan,Microgreen,Pea Shoots,Tray,11.6,54.5,14.6,0.62,6.4,2.4,8.9,8.7,1,Optimal
Oct,Microgreen,Cilantro,Tray,30.77806005737354,44.082561422956545,26.31023031271895,2.5566672166724156,7.016889199618411,1.2879666375374879,4.993180629088779,19.8,0,Root Rot Risk
Nov,Microgreen,Mustard,Tray,9.832021790826023,47.47143349788956,12.571356440600631,0.6795308661484415,6.7245545045808095,1.3861269913147252,9.763061061251118,10.4,1,Optimal
Sep,Microgreen,Cilantro,Tray,34.88550785486687,80.5789196501973,29.10821698911915,1.2120965693327375,5.9942994203480655,0.8820560967666204,3.5955709061167105,14.9,0,Root Rot Risk
Apr,Hydroponic,Strawberry,NFT,45.3547949346316,16.315651426003775,40.821898213118686,8.06874118038254,6.6925234961163484,1.4351768867040837,1.5730041426899701,23.2,0,Root Rot Risk
Jul,Hydroponic,Cucumber,NFT,30.150600763610203,76.42833891677168,25.378999229776632,1.045026956805652,6.4458207440764435,0.6042973836362489,5.201772409246138,14.8,1,Optimal
May,Hydroponic,Cucumber,DWC,47.89163020508661,27.63695296891422,42.56559284654359,7.767357844095786,6.110275590197004,2.4094954722165256,2.0742362996777377,19.1,0,Root Rot Risk
Feb,Hydroponic,Celery,DWC,22.329842314206704,41.63411576067897,25.58290160269479,1.657458796840742,7.645084014735827,1.5821193531698914,4.970929879123475,14.1,0,Nutrient Lockout
Dec,Microgreen,Kohlrabi,Tray,19.439785378110983,53.33661584405905,22.29929984073645,1.0274483667668004,7.219932045394723,0.6663490792122273,6.130232893838581,9.6,0,Nutrient Lockout
Jul,Hydroponic,Basil (Hydro),NFT,28.80341501009416,76.08913865895194,32.25362564177356,1.1456318652906432,7.108635014036097,2.081230988509853,2.821939456376249,13.0,0,Root Rot Risk
Nov,Hydroponic,Pak Choi,DWC,17.6,40.2,20.6,1.21,5.8,2.5,6.8,8.0,1,Optimal
Feb,Hydroponic,Spinach,DWC,27.718358603370092,45.42964109967153,30.26240261259212,2.2568489118404615,7.617563459114405,0.6154358489405799,3.3813307335122857,17.0,0,Root Rot Risk
Nov,Microgreen,Pea Shoots,Tray,16.6,57.0,19.6,0.81,7.0,1.5,7.1,5.9,1,Optimal
Mar,Hydroponic,Lettuce,NFT,31.1,42.8,26.1,2.58,7.6,1.3,4.9,18.1,0,Root Rot Risk
Apr,Hydroponic,Celery,NFT,42.00732553564788,24.04353669765827,36.26865051590034,6.138224698639399,6.848483163966827,1.7187192921776941,2.0032791271163437,20.6,0,Root Rot Risk
Nov,Hydroponic,Celery,NFT,15.124855348198892,56.50392395231344,18.28107993761159,0.5991156724473248,7.21039612300485,2.3892040778973755,7.49876807084122,5.1,0,Nutrient Lockout
Aug,Microgreen,Mustard,Tray,28.675731993713274,89.68004086068092,31.6529985216922,0.6185381487832082,5.8663500748165855,2.0582797169768257,2.835318822630532,11.7,0,Root Rot Risk
Feb,Hydroponic,Mint,NFT,26.011867854535705,45.343975596718735,29.352394069659052,2.146363962814167,6.455098165646142,1.7263036998004675,3.6801300094851213,16.5,0,Root Rot Risk
Dec,Microgreen,Arugula,Tray,16.6,43.9,19.6,1.06,5.2,2.5,7.1,5.5,0,Nutrient Lockout
Aug,Microgreen,Sunflower,Tray,30.878389793050292,91.66193017179378,26.232670970062298,0.5019258470989025,6.478047448148411,0.5765500477837001,4.916884524031902,10.7,0,Root Rot Risk
Jan,Hydroponic,Cucumber,DWC,13.443897485786575,51.434751460882936,14.904885569393365,0.6686269771046601,7.1581503684019,1.0955694942084966,8.599792534721972,11.8,0,Nutrient Lockout
Jul,Hydroponic,Celery,DWC,30.72633100799859,69.92118554124401,25.062766803279498,1.2398722946203344,6.396602412978112,0.8943439600143309,5.151973906198538,15.0,1,Optimal
May,Microgreen,Radish,Tray,43.51058592106275,26.262079035705327,39.23459574901161,6.670844448352176,7.6002375277464544,2.0534438537253257,2.0344957449481,23.9,0,Root Rot Risk
Sep,Microgreen,Sunflower,Tray,34.49458436195082,81.28021934718028,29.81852100183474,1.07275865580886,6.4660078581693385,1.2674477806444098,3.7039462316246445,8.1,0,Root Rot Risk
Mar,Hydroponic,Spinach,NFT,24.39053894140454,34.69313300214482,27.427121412202343,1.9209680517706098,7.881856275360999,1.9852535658694483,4.785242875216534,19.7,0,Root Rot Risk
Sep,Microgreen,Kohlrabi,Tray,31.84933984200845,74.0242869232689,26.35893554225076,1.1991271323800918,6.566706369598621,1.4795830501515774,4.4516628424485125,12.2,0,Root Rot Risk
Aug,Microgreen,Radish,Tray,32.19169137689157,91.98787505386596,27.353116817113996,0.41051512443251537,7.534970222009953,0.845178689874113,4.42713213205132,12.8,0,Root Rot Risk
Feb,Hydroponic,Cherry Tomato,DWC,23.75371279341412,31.720206819418213,27.274657197198774,2.1892658391027595,5.7670740482901115,2.279684162787631,4.603205975949755,14.9,0,Root Rot Risk
Apr,Microgreen,Mustard,Tray,38.91880089548934,18.33587543320282,33.56314889165703,5.506223825212382,6.0734642617387165,2.368847919289907,2.3613286660727124,22.9,0,Root Rot Risk
Feb,Microgreen,Beetroot,Tray,22.709334115030394,43.52912792274845,25.705223084996526,1.392992783219793,6.875703409285771,0.9233193969518899,5.08158846819847,16.1,1,Optimal
Jun,Hydroponic,Spinach,DWC,42.08186177447655,23.116070953591887,37.00561416813295,6.1742170707586155,6.184116328706336,1.0798232640610068,1.8957521961737525,18.9,0,Root Rot Risk
Sep,Microgreen,Radish,Tray,29.04348014286906,73.4055209654441,32.62031347593884,1.1907015787525985,7.295312413999579,2.22654723678683,2.75061425829184,11.8,0,Root Rot Risk
May,Hydroponic,Mint,NFT,38.464707272260654,25.49740619916014,33.198118904667986,5.031840753879378,7.85793303777374,1.3237136546537038,2.237343079270716,18.4,0,Root Rot Risk
Jan,Microgreen,Sunflower,Tray,8.176483113801137,60.22913016449897,11.096978936606362,0.4535799231175072,6.291697750030688,0.5622847707094063,9.839780527902162,8.5,1,Optimal
Apr,Microgreen,Mustard,Tray,42.045739804262965,22.030846610945936,37.63640648367567,6.5919801625503,6.601028063459848,1.6116491723193052,2.0378834858918875,19.6,0,Root Rot Risk
Nov,Hydroponic,Pak Choi,NFT,17.7,53.7,20.7,0.94,6.7,2.0,6.8,9.7,1,Optimal
Jul,Hydroponic,Kale,NFT,30.07617892991893,72.38911399231417,25.239550015473004,1.2562281175566585,5.452513265038274,1.311853810311378,5.380436980743349,9.9,1,Optimal
Jan,Hydroponic,Pak Choi,DWC,11.649735525774712,59.21938496313359,14.664391032612697,0.6453881072271185,6.001547965386459,1.4360260875563733,8.944726878995018,6.4,1,Optimal
Feb,Microgreen,Broccoli,Tray,29.56966274890812,30.24420673747842,31.58734876544584,2.76166162049262,7.146623461826031,1.0937560352755227,2.6959453316324327,19.5,0,Root Rot Risk
Sep,Microgreen,Sunflower,Tray,32.6,70.6,27.6,1.45,7.5,1.1,4.3,8.4,0,Root Rot Risk
Sep,Hydroponic,Cherry Tomato,DWC,33.12905518584114,75.81527320381024,27.73952460073987,1.1480703022745151,6.411232855188692,1.1144211030702944,4.286746683265626,12.4,0,Root Rot Risk
Aug,Hydroponic,Celery,NFT,32.0,94.1,27.0,0.28,7.3,2.4,4.5,9.7,0,Root Rot Risk
Feb,Microgreen,Broccoli,Tray,27.69012164727705,45.33907078542623,29.77091054834653,1.900392709599172,5.287472143424923,2.3164848199744252,3.2147730051011063,17.6,0,Root Rot Risk
Jul,Hydroponic,Kale,DWC,35.34081179605184,88.5721899087867,29.990318635503986,0.593614052319933,5.393676508420302,1.1824836003472636,3.6364978901247285,14.5,0,Root Rot Risk
Jul,Microgreen,Cilantro,Tray,34.190935418185624,85.52751441686246,29.213887120348332,0.665507973466379,6.797157014536432,1.235486913001104,3.8676114580870204,12.6,0,Root Rot Risk
Jul,Hydroponic,Kale,DWC,29.075304859587636,86.31717321142641,32.52989808943666,0.7982499480305392,7.651994895274756,1.8799639387489673,2.574670567100883,14.5,0,Root Rot Risk
May,Hydroponic,Bell Pepper,NFT,43.082314502950034,30.07349703314042,36.642846592961945,5.937978115762827,6.054940072792452,1.1377272865004777,2.06030989556778,23.9,0,Root Rot Risk
Feb,Microgreen,Basil (MG),Tray,26.27537872994478,38.98706516858425,30.114728346566345,2.2135235690899537,5.358398008639205,1.605726058011741,3.805667152486594,19.2,0,Root Rot Risk
Dec,Microgreen,Broccoli,Tray,18.783112081399494,59.97526500852988,21.57025957292634,0.8228540121762494,6.050653143393535,1.736193117970196,6.504847267875759,8.5,1,Optimal
Apr,Microgreen,Basil (MG),Tray,45.48084702561554,22.735084091338223,39.66075181587722,7.168982178249224,6.6504452289978655,0.7613588518124704,2.0398523973204243,22.7,0,Root Rot Risk
Nov,Hydroponic,Cucumber,DWC,16.17652436795496,56.12800260958487,19.71867284020783,0.9530279388731742,5.562332903372593,0.8284485010263062,7.236028127918308,6.1,1,Optimal
Jun,Hydroponic,Cherry Tomato,NFT,41.761890903797735,23.52816312279873,35.786076693634215,5.905541378775778,6.777542963858698,1.5121808103292305,1.9149138331761197,21.6,0,Root Rot Risk
Oct,Hydroponic,Lettuce,NFT,28.4,37.9,31.4,2.4,7.6,1.4,3.0,19.7,0,Root Rot Risk
Jan,Hydroponic,Cherry Tomato,DWC,16.56601616578668,42.38502014342679,19.44193243060591,1.0406526076179357,5.42228989667979,1.1923302896648984,7.21719188713122,7.8,0,Nutrient Lockout
Apr,Microgreen,Pea Shoots,Tray,36.317189112058216,15.613695099859015,32.28576691497654,5.269648507134623,5.28887030911028,1.520005259966412,2.9388180631649954,21.6,0,Root Rot Risk
Oct,Microgreen,Broccoli,Tray,26.240699480997094,42.91997527778016,29.49792813237125,1.9008840307046677,6.372297318485243,0.9733901495932508,3.910401956826049,15.1,0,Root Rot Risk
Nov,Hydroponic,Celery,NFT,13.1,59.4,16.1,0.61,5.4,2.2,8.4,10.0,0,Nutrient Lockout
Sep,Microgreen,Cilantro,Tray,33.166716575862694,96.98195451196007,27.180848996585908,0.25784832759384496,7.359763164035534,2.250795896048783,4.420213134194711,14.1,0,Root Rot Risk
Oct,Hydroponic,Cucumber,DWC,25.700956291426913,42.8348943976947,28.008782835153948,1.8189643919207477,5.635374416990172,1.9958362389613096,4.0072472504493994,19.2,0,Root Rot Risk
Oct,Hydroponic,Cherry Tomato,DWC,22.009997351875665,37.51936163904836,24.979288749256085,1.7589047071979382,6.315373069710694,1.784895460488254,4.846403806181988,14.3,1,Optimal
Sep,Microgreen,Broccoli,Tray,32.738324830893745,92.73538388562616,28.026313383785055,0.36232262979904767,6.209182201636079,1.5808301602873902,4.147680624951622,9.8,0,Root Rot Risk
Nov,Microgreen,Pea Shoots,Tray,18.420193524494504,47.988572486911956,21.006669174779436,1.2940534116732512,5.3720364370800855,1.7339170144389682,6.439232344931218,9.0,0,Nutrient Lockout
Jul,Microgreen,Kohlrabi,Tray,31.219620969630814,82.94891548684761,26.55720256084943,0.5553385484885186,5.873344497695247,2.372304412933542,4.827608443363121,13.5,0,Root Rot Risk
Jul,Hydroponic,Lettuce,DWC,29.96427673352892,93.5788654523306,25.4351354224339,0.3712470745385396,5.4512092621578505,2.1964161465849177,5.2153430342921,11.2,0,VPD Stress
Jun,Hydroponic,Spinach,NFT,38.42707588450213,16.246949817978923,33.3915218263743,5.884877854650817,6.980306500152209,0.8842230910181949,2.339757027840565,20.9,0,Root Rot Risk
Jan,Microgreen,Beetroot,Tray,17.0,40.8,20.0,1.15,7.0,2.2,7.0,9.3,1,Optimal
Sep,Microgreen,Mustard,Tray,33.92927256524059,87.59978721919686,28.819497997342488,0.46143250521395496,5.798347380788905,0.931790275371334,4.090857811954586,13.5,0,Root Rot Risk
Dec,Microgreen,Mustard,Tray,8.77857809028915,39.67636168388708,12.65918576311153,0.8241699859429014,5.234677174120037,2.080619856392895,9.520719846218794,6.2,0,Nutrient Lockout
Dec,Hydroponic,Celery,DWC,9.615185226737399,53.22483508156934,12.788402406116402,0.5249115446129731,7.600819834185574,1.309557450250954,9.811411326646024,7.8,0,Nutrient Lockout
Mar,Microgreen,Arugula,Tray,29.641003485836936,44.863427683076914,25.70629352862292,2.4359847395898373,7.397237199582899,2.100541208450964,4.794568858159056,18.5,0,Nutrient Lockout
Feb,Hydroponic,Pak Choi,DWC,31.03454102787484,36.02234111600623,25.393716512808428,2.773524350940971,7.664627004097923,1.1003349716123327,5.119737022319966,16.1,0,VPD Stress
Mar,Hydroponic,Cherry Tomato,DWC,30.1,35.2,25.1,2.77,7.2,1.9,5.2,16.1,0,VPD Stress
Feb,Hydroponic,Mint,NFT,28.327914861081304,46.42742265048921,31.225935403292087,2.036504005352254,7.236077642681512,1.0730766432159984,3.1658618542241785,19.5,0,Root Rot Risk
Dec,Hydroponic,Cherry Tomato,NFT,19.669252938766483,47.69888652456279,23.08491958721625,1.508336034939288,6.192270711247959,0.7809207175124673,5.980563105469538,6.6,1,Optimal
Aug,Hydroponic,Cherry Tomato,DWC,29.424722793689444,75.9275085302682,32.22687932816547,1.136361538004694,6.599278179642067,1.4430879602312994,2.327665573272675,13.7,0,Root Rot Risk
Dec,Hydroponic,Mint,DWC,14.666014361138947,49.963816862461684,18.25432725936803,1.0469329659571376,6.419163355572632,1.5049148769105662,7.388849404068151,7.8,1,Optimal
Jan,Hydroponic,Cherry Tomato,NFT,7.974989770130071,42.44266969483649,11.057224303952731,0.753965017886687,5.1846776188040025,1.431062176054994,10.148670822000753,7.1,0,Nutrient Lockout
Apr,Microgreen,Arugula,Tray,42.7702338466146,24.49141265575417,38.13148368609152,6.615160988911347,6.822679280669432,2.0042449707049204,2.20285748222316,18.6,0,Root Rot Risk
Oct,Microgreen,Beetroot,Tray,25.985019398547365,38.541338959917134,29.861027053060837,2.1517746035684775,6.859605644124191,0.9927485901870458,3.7686622891675454,18.3,0,Root Rot Risk
Oct,Hydroponic,Cherry Tomato,DWC,30.013731399402623,39.45278524324239,32.11629386362308,2.257559159559533,7.2468131518873005,0.5061771487710407,2.6782030278133373,17.3,0,Root Rot Risk
Apr,Hydroponic,Bell Pepper,DWC,44.93726847552175,27.739454852968766,39.44588552543724,7.07716728866079,5.457279695485393,1.4401056411717368,1.8436188525730206,24.3,0,Root Rot Risk
Sep,Hydroponic,Cherry Tomato,DWC,29.2,77.9,32.2,0.9,7.3,1.7,2.7,12.6,0,Root Rot Risk
Apr,Hydroponic,Pak Choi,NFT,40.91424272684406,22.639297080879942,36.80999538548306,6.119411132854629,6.735113956700282,2.3878860141195584,2.083051473517006,19.5,0,Root Rot Risk
Aug,Hydroponic,Mint,DWC,28.77176375884356,71.55966947943504,31.908023416433224,1.179089296165591,5.199786916857592,1.242881158401963,2.969939052669831,12.2,0,Root Rot Risk
Sep,Microgreen,Beetroot,Tray,32.40011936821809,78.78430424694456,27.283232046319164,1.2803736931524439,5.982063010871159,1.0142632340084234,4.506590947240849,8.8,0,Root Rot Risk
Mar,Hydroponic,Cherry Tomato,NFT,23.5,35.3,26.5,1.87,6.5,2.2,4.7,18.3,0,Root Rot Risk
Mar,Microgreen,Radish,Tray,24.864561457903896,46.77675896356758,28.955521266501606,1.8410172808214846,7.188055901975966,0.6770524750452664,3.8769233898914064,14.6,0,Root Rot Risk
May,Microgreen,Broccoli,Tray,40.74690641404319,18.78074856716818,36.774660862710796,6.475906212305854,5.874346973660568,0.8062449857707256,2.2240042780291462,24.3,0,Root Rot Risk
Apr,Microgreen,Basil (MG),Tray,37.404410251840616,28.254956313829716,32.061809624847584,4.486338502117151,5.39870445581856,1.0217874865035568,2.8837741417858,24.3,0,Root Rot Risk
Jun,Hydroponic,Basil (Hydro),NFT,40.84443706476661,28.902945883553713,35.887506033532816,5.678406908219398,6.958829839275175,1.3761593270480803,1.9059036515457026,23.3,0,Root Rot Risk
Jul,Microgreen,Arugula,Tray,30.046016330470838,78.65917163996703,25.231964793800152,0.8944655465023947,6.485827127196576,1.3239157499225727,5.307248337804432,13.6,1,Optimal
Jun,Microgreen,Beetroot,Tray,42.5,20.7,37.5,6.67,6.6,2.0,2.0,23.7,0,Root Rot Risk
Feb,Hydroponic,Strawberry,DWC,29.152930413015458,37.61964794316081,32.392183105695366,2.5911851239173713,7.599681765602933,0.9851441178380969,2.593392773613102,17.9,0,Root Rot Risk
Sep,Microgreen,Arugula,Tray,32.238366542027975,87.65006202808225,26.85837123393813,0.36579902484336657,5.9895888811194835,1.3169172661127901,4.746507954361416,13.1,0,Root Rot Risk
Feb,Microgreen,Radish,Tray,26.871067288261862,34.89452156114854,29.430187148428345,2.2647544179587373,5.597915244132395,1.2013234843610987,3.52006850815475,15.2,0,Root Rot Risk
Jan,Microgreen,Kohlrabi,Tray,12.893639430174611,41.43302355881992,16.98462398337781,0.856436603416891,7.154477160422918,1.389145021612275,8.117866865046464,7.6,0,Nutrient Lockout
Aug,Hydroponic,Mint,DWC,29.012661576509554,71.73117679707855,32.03085210405082,1.0485187104037008,5.171089029635075,1.1578164550023635,2.9886911302116514,12.2,0,Root Rot Risk
Jan,Microgreen,Sunflower,Tray,8.755143182167027,58.07590628016116,12.206741329982435,0.48909712533457506,6.264335430990327,0.5867300505656138,10.0454476446366,8.5,1,Optimal
Nov,Microgreen,Pea Shoots,Tray,18.93569971209801,47.00921485169947,23.19965242172889,1.2837486784868766,6.737996681400068,1.6902533539733713,6.191486549866545,5.4,1,Optimal
Jan,Hydroponic,Pak Choi,NFT,17.083727152502078,58.72375301172169,20.381732807107305,1.00623325068221,6.5958985512877835,0.7046531023255663,6.690283511477984,6.3,1,Optimal
Jun,Microgreen,Broccoli,Tray,37.2,18.5,32.2,5.17,5.7,2.5,2.7,23.2,0,Root Rot Risk
Mar,Hydroponic,Celery,NFT,25.84112000660427,48.601742367365496,29.95675231366956,1.7367736620288823,7.584250297312665,2.4525135233279465,3.568341991914783,14.4,0,Root Rot Risk
Mar,Microgreen,Kohlrabi,Tray,29.24536692619307,38.82447879034756,32.42958486284582,2.4115973736374516,5.686873705650302,0.6964736908381404,2.671550000013557,18.0,0,Root Rot Risk
Nov,Microgreen,Sunflower,Tray,8.050006317939063,51.927575589484086,11.619115520206314,0.5624621931352365,7.406501024229887,2.211071275244726,9.96468838700396,6.7,0,Nutrient Lockout
Apr,Microgreen,Mustard,Tray,43.27421816894101,14.940794079919295,40.137196630298924,7.709945741540534,7.322304160033867,2.5011976381311856,1.9565692903691507,21.0,0,Root Rot Risk
Jul,Hydroponic,Pak Choi,NFT,34.196796489505154,89.29302902536323,29.209308304473883,0.48491454727945077,7.124151487227069,0.8382623746053405,3.8316924117782993,12.1,0,Root Rot Risk
Apr,Hydroponic,Pak Choi,DWC,41.56067794720005,26.958825176155035,36.219666640797826,5.775266565289552,5.3571652434312265,2.07756246548477,2.011247242191051,20.8,0,Root Rot Risk
Feb,Hydroponic,Spinach,DWC,26.977191652634612,42.341111164419914,31.483078520803343,2.2497404901198195,7.6406286499455955,0.5655280229844718,3.4543492791815074,17.0,0,Root Rot Risk
Jun,Microgreen,Beetroot,Tray,44.23742504337837,26.48055484979875,39.8869093859093,7.05323922904956,7.394421370617716,1.795518211044038,1.906743942304886,23.4,0,Root Rot Risk
Apr,Hydroponic,Kale,NFT,47.837271928298385,19.89555332612926,42.37163572012974,8.704261677803554,5.564104336569158,0.5290787238169097,2.101880217256502,24.4,0,Root Rot Risk
Jan,Microgreen,Beetroot,Tray,13.421706982017142,53.98856915610932,15.890948830527778,0.7396431802521348,6.058514694628572,0.7872484540335778,8.449354104789368,5.6,1,Optimal
Oct,Hydroponic,Cherry Tomato,DWC,22.24996158950317,34.26206609761745,25.635077188474245,1.777605376895852,6.214492316764879,1.75963051836054,4.954290756201576,14.3,1,Optimal
